sentence,url,word
"What would Hezbollah do if it got its fighters across? In 1974, three Palestinian terrorists crossed the border from Lebanon and took 115 hostages at an elementary school in the town of Ma’alot. They murdered 25 of them, including 22 children.",https://www.nytimes.com/2018/12/13/opinion/anti-zionism-anti-semitism-israel.html,school
"Others defended Mr. Netanyahu and gave more charitable explanations for the aggressive publicity surrounding the anti-tunnel operation. They said Israel needed to build international legitimacy for the action in case it led to an escalation, since Hezbollah’s response is not yet clear.",https://www.nytimes.com/2018/12/05/world/middleeast/israel-netanyahu-tunnels.html,charitable
" the group is active in illicit transnational criminal activities, primarily in South America’s Tri-Border Area (TBA). These activities include drug trafficking, intellectual property theft, and money laundering. Additionally, many Muslims and Lebanese ex-patriates in the region send money to Hezbollah. According to a mosque leader in Cuidad del Este, Paraguay, Shiite mosques had “an obligation to finance” Hezbollah.  Counterterrorism expert Edward Luttwak of the Pentagon’s National Security Study Group called the TBA Hezbollah’s most important base outside of Lebanon.",https://www.counterextremism.com/threat/hezbollah,mosque
"Others defended Mr. Netanyahu and gave more charitable explanations for the aggressive publicity surrounding the anti-tunnel operation. They said Israel needed to build international legitimacy for the action in case it led to an escalation, since Hezbollah’s response is not yet clear.",https://www.nytimes.com/2018/12/05/world/middleeast/israel-netanyahu-tunnels.html,charitable
" In Syria, Hezbollah has capitalized on anti-U.S. sentiment and fear of Syrian government reprisals to recruit. In Lebanon, Hezbollah has invested in programs targeting every stage of Lebanese youths’ education, from primary school to university. Hezbollah runs networks of schools, camps, and religious programming throughout Lebanon. By targeting youth, Hezbollah gains new recruits and builds the domestic support responsible for its electoral successes.",https://www.counterextremism.com/threat/hezbollah,school
"Hezbollah’s youth wing, the “Mahdi Scouts,” offers programs similar to those of the American Boy Scouts, except that it indoctrinates support for Shiite and Hezbollah ideology. Scouts display pictures of Ayatollah Ruhollah Khomeini, the late leader of Iran’s Islamic Revolution, and pledge their allegiance to Hezbollah. Graduates go on to become Hezbollah recruits or contribute to local support. Hezbollah also runs summer camps, field trips, and religious holiday programing. It maintains student outreach groups in unaffiliated schools. A network of religious teachers across the country is charged with promoting Shiite values and Hezbollah’s mission.",https://www.counterextremism.com/threat/hezbollah,school
" Hezbollah has since developed a network of training camps in Lebanon. It has also built a cultural machine that produces materials that foster an appreciation for Hezbollah’s patronage, its ability to empower Lebanese youth and support the society, and cultivate a deep distrust of Israel. The process of becoming a soldier continues at Mustafa schools, where students undergo religious studies, pray for Islamic Resistance fighters, and are inculcated with a sense of military brotherhood and discipline. As of 2011, Hezbollah did not allow fighters under the age of 18, but youth have a basic understanding of military training and weapons.",https://www.counterextremism.com/threat/hezbollah,school
" The report claims that Hezbollah “operated from civilian areas to deter the Israeli military,” and further states that Hezbollah’s operatives “stashed weapons in hundreds of private homes and mosques, had fighters transporting missiles closely follow ambulances,” and fired rockets near areas where U.N. monitors were working.",https://www.counterextremism.com/threat/hezbollah,mosque
" the group is active in illicit transnational criminal activities, primarily in South America’s Tri-Border Area (TBA). These activities include drug trafficking, intellectual property theft, and money laundering. Additionally, many Muslims and Lebanese ex-patriates in the region send money to Hezbollah. According to a mosque leader in Cuidad del Este, Paraguay, Shiite mosques had “an obligation to finance” Hezbollah.  Counterterrorism expert Edward Luttwak of the Pentagon’s National Security Study Group called the TBA Hezbollah’s most important base outside of Lebanon.",https://www.counterextremism.com/threat/hezbollah,mosque
" In Syria, Hezbollah has capitalized on anti-U.S. sentiment and fear of Syrian government reprisals to recruit. In Lebanon, Hezbollah has invested in programs targeting every stage of Lebanese youths’ education, from primary school to university. Hezbollah runs networks of schools, camps, and religious programming throughout Lebanon. By targeting youth, Hezbollah gains new recruits and builds the domestic support responsible for its electoral successes.",https://www.counterextremism.com/threat/hezbollah,school
"Hezbollah’s youth wing, the “Mahdi Scouts,” offers programs similar to those of the American Boy Scouts, except that it indoctrinates support for Shiite and Hezbollah ideology. Scouts display pictures of Ayatollah Ruhollah Khomeini, the late leader of Iran’s Islamic Revolution, and pledge their allegiance to Hezbollah. Graduates go on to become Hezbollah recruits or contribute to local support. Hezbollah also runs summer camps, field trips, and religious holiday programing. It maintains student outreach groups in unaffiliated schools. A network of religious teachers across the country is charged with promoting Shiite values and Hezbollah’s mission.",https://www.counterextremism.com/threat/hezbollah,school
"AAH has expanded its reach through a network of religious schools known as the “Seal of the Apostles.” These schools, spread throughout Iraq, serve as propaganda and recruitment facilities for the group. As with its military and political structures, AAH also appears to be emulating Hezbollah by launching social services programs for widows and orphans.",https://www.counterextremism.com/threat/asaib-ahl-al-haq,school
" Hezbollah has since developed a network of training camps in Lebanon. It has also built a cultural machine that produces materials that foster an appreciation for Hezbollah’s patronage, its ability to empower Lebanese youth and support the society, and cultivate a deep distrust of Israel. The process of becoming a soldier continues at Mustafa schools, where students undergo religious studies, pray for Islamic Resistance fighters, and are inculcated with a sense of military brotherhood and discipline. As of 2011, Hezbollah did not allow fighters under the age of 18, but youth have a basic understanding of military training and weapons.",https://www.counterextremism.com/threat/hezbollah,school
" The report claims that Hezbollah “operated from civilian areas to deter the Israeli military,” and further states that Hezbollah’s operatives “stashed weapons in hundreds of private homes and mosques, had fighters transporting missiles closely follow ambulances,” and fired rockets near areas where U.N. monitors were working.",https://www.counterextremism.com/threat/hezbollah,mosque
"AAH has expanded its reach through a network of religious schools known as the “Seal of the Apostles.” These schools, spread throughout Iraq, serve as propaganda and recruitment facilities for the group. As with its military and political structures, AAH also appears to be emulating Hezbollah by launching social services programs for widows and orphans.",https://www.counterextremism.com/threat/asaib-ahl-al-haq,school
"Others defended Mr. Netanyahu and gave more charitable explanations for the aggressive publicity surrounding the anti-tunnel operation. They said Israel needed to build international legitimacy for the action in case it led to an escalation, since Hezbollah’s response is not yet clear.",https://www.nytimes.com/2018/12/05/world/middleeast/israel-netanyahu-tunnels.html?module=inline,charitable
"Others defended Mr. Netanyahu and gave more charitable explanations for the aggressive publicity surrounding the anti-tunnel operation. They said Israel needed to build international legitimacy for the action in case it led to an escalation, since Hezbollah’s response is not yet clear.",https://www.nytimes.com/2018/12/05/world/middleeast/israel-netanyahu-tunnels.html?module=inline,charitable
"Iran and Hezbollah complement each other. Both are Shiite powers in a part of the world that is predominantly Sunni. For Iran, a Persian nation in a mostly Arab region, Hezbollah lends not just military prowess but also Arabic-speaking leaders and operatives who can work more easily in the Arab world. And for Hezbollah, the alliance means money for running an extensive social services network in Lebanon, with schools, hospitals and scout troops — as well as for weapons, technology and salaries for its tens of thousands of fighters.",https://www.nytimes.com/2017/08/27/world/middleeast/hezbollah-iran-syria-israel-lebanon.html,hospital
"Iran and Hezbollah complement each other. Both are Shiite powers in a part of the world that is predominantly Sunni. For Iran, a Persian nation in a mostly Arab region, Hezbollah lends not just military prowess but also Arabic-speaking leaders and operatives who can work more easily in the Arab world. And for Hezbollah, the alliance means money for running an extensive social services network in Lebanon, with schools, hospitals and scout troops — as well as for weapons, technology and salaries for its tens of thousands of fighters.",https://www.nytimes.com/2017/08/27/world/middleeast/hezbollah-iran-syria-israel-lebanon.html,school
"The center of its operations is the southern suburbs of Beirut, which serve as the party’s headquarters and a virtual diplomatic district for its regional allies. Inside, Hezbollah bureaucrats run a private school system and social services network. Representatives of Iraqi militias and Yemen’s Houthi rebels maintain a presence. And a range of satellite television stations run by Hezbollah and its allies blanket the region with pro-Iranian news.",https://www.nytimes.com/2017/08/27/world/middleeast/hezbollah-iran-syria-israel-lebanon.html,school
" and destroyed hospitals and historic areas, and it has been roundly criticized by Hezbollah — even as Hezbollah was backing an indiscriminate Syrian government campaign to put down the rebellion there.",https://www.nytimes.com/2016/03/03/world/middleeast/saudi-arabia-cuts-billions-in-aid-to-lebanon-opening-door-for-iran.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,hospital
"How many schools and hospitals has Iran built in Lebanon? How much help has it provided for Lebanon to rebuild itself? The answer, of course, is little to none, and any such Iranian aid is structured entirely to the political benefit of Hezbollah.",https://www.nytimes.com/2016/09/22/opinion/saad-hariri-iran-must-stop-meddling-in-arab-affairs.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,hospital
"How many schools and hospitals has Iran built in Lebanon? How much help has it provided for Lebanon to rebuild itself? The answer, of course, is little to none, and any such Iranian aid is structured entirely to the political benefit of Hezbollah.",https://www.nytimes.com/2016/09/22/opinion/saad-hariri-iran-must-stop-meddling-in-arab-affairs.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,school
